bank_id,pm_family,course,unit,section,destination,destination_group,destination_slot,retrieval_stage_or_scope,mastery_goal_id,evidence_point_id,summative_version,blueprint_slot_id,question_family_id,variation_mode,task_architecture,dok,learning_target,i_can,practice_standard,item_type,answer_type,security_level,estimated_time_sec,figure_files,figure_source,graph_tool_type,source_basis,notes
U2-S3-PS1-Q19,AP/SCI,Conceptual Physics,2,2.3,Practice Set 1,practice,PS1-Q19,current-section,U2-MG03,,,,U2-S3-PF09,representation_shift,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-PS2-Q19,AP/SCI,Conceptual Physics,2,2.3,Practice Set 2,practice,PS2-Q19,current-section,U2-MG03,,,,U2-S3-PF09,representation_shift,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-PS3-Q19,AP/SCI,Conceptual Physics,2,2.3,Practice Set 3,practice,PS3-Q19,current-section,U2-MG03,,,,U2-S3-PF09,representation_shift,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,graph/data interpretation; quantitative reasoning; model translation,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-XP-Q19,AP/SCI,Conceptual Physics,2,2.3,Extra Practice,practice,XP-Q19,current-section,U2-MG03,,,,U2-S3-PF09,representation_shift,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-PS1-Q20,AP/SCI,Conceptual Physics,2,2.3,Practice Set 1,practice,PS1-Q20,current-section,U2-MG03,,,,U2-S3-PF10,mixed,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can explain that acceleration can involve speeding up, slowing down, or changing direction.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-PS2-Q20,AP/SCI,Conceptual Physics,2,2.3,Practice Set 2,practice,PS2-Q20,current-section,U2-MG03,,,,U2-S3-PF10,mixed,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can explain that acceleration can involve speeding up, slowing down, or changing direction.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-PS3-Q20,AP/SCI,Conceptual Physics,2,2.3,Practice Set 3,practice,PS3-Q20,current-section,U2-MG03,,,,U2-S3-PF10,mixed,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can explain that acceleration can involve speeding up, slowing down, or changing direction.",graph/data interpretation; quantitative reasoning; model translation,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-XP-Q20,AP/SCI,Conceptual Physics,2,2.3,Extra Practice,practice,XP-Q20,current-section,U2-MG03,,,,U2-S3-PF10,mixed,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can explain that acceleration can involve speeding up, slowing down, or changing direction.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-PS1-Q21,AP/SCI,Conceptual Physics,2,2.3,Practice Set 1,practice,PS1-Q21,current-section,U2-MG03,,,,U2-S3-PF01,routine_procedural_structure,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-PS2-Q21,AP/SCI,Conceptual Physics,2,2.3,Practice Set 2,practice,PS2-Q21,current-section,U2-MG03,,,,U2-S3-PF01,routine_procedural_structure,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-PS3-Q21,AP/SCI,Conceptual Physics,2,2.3,Practice Set 3,practice,PS3-Q21,current-section,U2-MG03,,,,U2-S3-PF01,routine_procedural_structure,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-XP-Q21,AP/SCI,Conceptual Physics,2,2.3,Extra Practice,practice,XP-Q21,current-section,U2-MG03,,,,U2-S3-PF01,routine_procedural_structure,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-PS1-Q01,AP/SCI,Conceptual Physics,2,2.4,Practice Set 1,practice,PS1-Q01,current-section,U2-MG03,,,,U2-S4-PF01,routine_procedural_numeric,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can explain why objects in free fall accelerate at the same rate when air resistance is ignored.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-PS2-Q01,AP/SCI,Conceptual Physics,2,2.4,Practice Set 2,practice,PS2-Q01,current-section,U2-MG03,,,,U2-S4-PF01,routine_procedural_numeric,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can explain why objects in free fall accelerate at the same rate when air resistance is ignored.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-PS3-Q01,AP/SCI,Conceptual Physics,2,2.4,Practice Set 3,practice,PS3-Q01,current-section,U2-MG03,,,,U2-S4-PF01,routine_procedural_numeric,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can explain why objects in free fall accelerate at the same rate when air resistance is ignored.,mathematical reasoning; model evaluation; explanation of phenomena,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-XP-Q01,AP/SCI,Conceptual Physics,2,2.4,Extra Practice,practice,XP-Q01,current-section,U2-MG03,,,,U2-S4-PF01,routine_procedural_numeric,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can explain why objects in free fall accelerate at the same rate when air resistance is ignored.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-PS1-Q02,AP/SCI,Conceptual Physics,2,2.4,Practice Set 1,practice,PS1-Q02,current-section,U2-MG03,,,,U2-S4-PF02,routine_procedural_numeric,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-PS2-Q02,AP/SCI,Conceptual Physics,2,2.4,Practice Set 2,practice,PS2-Q02,current-section,U2-MG03,,,,U2-S4-PF02,routine_procedural_numeric,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
