image_id,toolkit_path,filename,curriculum_unit,curriculum_section,hewitt_chapter,hewitt_subsection_hint,primary_story_role,story_roles,concept_tags,alt_text,caption,what_students_should_notice_candidate,sha256,duplicate_of,source_catalog_path
PHYS-143A12DC1D7E,images/unit3/PHYS-143A12DC1D7E__u3_4_from_ch_5_pp_tug_of_war_scale_tension_question.png,u3_4_from_ch_5_pp_tug_of_war_scale_tension_question.png,3,,5,pp,experiment_or_measurement,experiment_or_measurement; comparison,,Think and Explain 55: Two people pulling on scales attached to the ends of a horizontal rope.,Think and Explain 55 Two people pulling on scales attached to the ends of a horizontal rope.,Think and Explain 55: Two people pulling on scales attached to the ends of a horizontal rope.,143a12dc1d7eb8a53325f380efca3350b1982440e222975bd573a39fb8c7c8b4,,units/unit3/images_review/u3_4_from_ch_5_pp_tug_of_war_scale_tension_question.png
PHYS-11C4BB71C9A2,images/unit3/PHYS-11C4BB71C9A2__u3_4_from_ch_5_pp_van_trailer_mass_velocity_rank_abc.png,u3_4_from_ch_5_pp_van_trailer_mass_velocity_rank_abc.png,3,,5,pp,model_or_diagram,model_or_diagram; comparison,force; velocity,"Think and Rank 31: Van exerting force on trailers of different masses A, B, and C.","Think and Rank 31 Van exerting force on trailers of different masses A, B, and C.","Think and Rank 31: Van exerting force on trailers of different masses A, B, and C.",11c4bb71c9a2ff579e1e30ab290b1e4cb8c3198508b62e56c49c155714ac1042,,units/unit3/images_review/u3_4_from_ch_5_pp_van_trailer_mass_velocity_rank_abc.png
PHYS-F6EB08AC9134,images/unit3/PHYS-F6EB08AC9134__u3_4_from_ch_5_pp_weightlifter_barbell_overhead_force_arrows.png,u3_4_from_ch_5_pp_weightlifter_barbell_overhead_force_arrows.png,3,,5,pp,model_or_diagram,model_or_diagram,force,Think and Explain 44: Athlete holding a barbell overhead with a force arrow.,Think and Explain 44 Athlete holding a barbell overhead with a force arrow.,Think and Explain 44: Athlete holding a barbell overhead with a force arrow.,f6eb08ac9134a773c727057101207452330de3afa570a5cb3155b0014933dced,,units/unit3/images_review/u3_4_from_ch_5_pp_weightlifter_barbell_overhead_force_arrows.png
PHYS-8F24DD1F2E05,images/unit4/PHYS-8F24DD1F2E05__unit4-cart-collision-model.png,unit4-cart-collision-model.png,4,,,,comparison,comparison; phenomenon_or_example,,Before and after cart collision model,,Before and after cart collision model.,8f24dd1f2e05c417b07eddbad95b6e939cefa58b9ea59142050e30bcbd4dd0a2,,units/unit4/figures/unit4-cart-collision-model.png
PHYS-BFDC15778901,images/unit4/PHYS-BFDC15778901__unit4-energy-bar-chart.png,unit4-energy-bar-chart.png,4,,,,graph_or_data,graph_or_data,energy,Energy bar chart for roller coaster,,Energy bar chart for roller coaster.,bfdc157789014ae4ecdb5611f71bc3eb7a7fb61db33d2446bfc620ff802d2402,,units/unit4/figures/unit4-energy-bar-chart.png
PHYS-7F44FBDFA064,images/unit4/PHYS-7F44FBDFA064__unit4-energy-source-criteria.png,unit4-energy-source-criteria.png,4,,,,table_or_data,table_or_data; comparison,energy,Energy source comparison criteria table,,Energy source comparison criteria table.,7f44fbdfa06463b2d7f4ab82f74113f76a0ad2620edfc3220f7c6f61cca59810,,units/unit4/figures/unit4-energy-source-criteria.png
PHYS-D7DC54859E67,images/unit4/PHYS-D7DC54859E67__unit4-explosion-momentum.png,unit4-explosion-momentum.png,4,,,,conceptual_reference,conceptual_reference,momentum,Explosion momentum model,,Explosion momentum model.,d7dc54859e67182348c54d329e322689dd15282fc176940db0463dba858c8807,,units/unit4/figures/unit4-explosion-momentum.png
PHYS-83F092E5C7A9,images/unit4/PHYS-83F092E5C7A9__unit4-impulse-contact-time.png,unit4-impulse-contact-time.png,4,,,,model_or_diagram,model_or_diagram,force; impulse,Contact time and stopping force,,Contact time and stopping force.,83f092e5c7a9c2a33e7731518cf67b49a59d3cdd29815fe06d76be8ae64fb3e5,,units/unit4/figures/unit4-impulse-contact-time.png
PHYS-5DE3152BD70E,images/unit4/PHYS-5DE3152BD70E__unit4-ke-speed-comparison.png,unit4-ke-speed-comparison.png,4,,,,comparison,comparison,speed; energy,Kinetic energy speed comparison,,Kinetic energy speed comparison.,5de3152bd70e3106b5e91eabfced8ad9f88c2f0dbaf78810b338f90a8f5136cb,,units/unit4/figures/unit4-ke-speed-comparison.png
PHYS-753C71495A81,images/unit4/PHYS-753C71495A81__unit4-machine-work-tradeoff.png,unit4-machine-work-tradeoff.png,4,,,,model_or_diagram,model_or_diagram,force; work,Ramp force distance work tradeoff,,Ramp force distance work tradeoff.,753c71495a81cc2fb64f9001d29eeb7d939b28bf0e7aafc862634046b47d9848,,units/unit4/figures/unit4-machine-work-tradeoff.png
PHYS-0A53A807368C,images/unit4/PHYS-0A53A807368C__unit4-momentum-ranking.png,unit4-momentum-ranking.png,4,,,,phenomenon_or_example,phenomenon_or_example,momentum,Momentum ranking carts,,Momentum ranking carts.,0a53a807368c1a98e06337835324c7af973681db2bd051576b04327fc94254f4,,units/unit4/figures/unit4-momentum-ranking.png
PHYS-EFA8237B3F9F,images/unit4/PHYS-EFA8237B3F9F__unit4-pendulum-energy.png,unit4-pendulum-energy.png,4,,,,process_or_sequence,process_or_sequence; phenomenon_or_example,energy; pendulum,Pendulum energy positions,,Pendulum energy positions.,efa8237b3f9f56f6882d326f60afb14263def30863322a5b41253208f19a8c66,,units/unit4/figures/unit4-pendulum-energy.png
PHYS-EA2F8DB169DC,images/unit4/PHYS-EA2F8DB169DC__unit4-perpetual-motion-claim.png,unit4-perpetual-motion-claim.png,4,,,,model_or_diagram,model_or_diagram,motion,Perpetual motion claim diagram,,Perpetual motion claim diagram.,ea2f8db169dc7af4f7d34a9cf95cb9bc8a90f18b15b13757bacd1f3c1e0cc66f,,units/unit4/figures/unit4-perpetual-motion-claim.png
PHYS-A8F7897C23AB,images/unit4/PHYS-A8F7897C23AB__unit4-regenerative-braking.png,unit4-regenerative-braking.png,4,,,,conceptual_reference,conceptual_reference,energy,Regenerative braking energy flow,,Regenerative braking energy flow.,a8f7897c23abdbc11d4801ad7db5a4f9aae0c44cada048a385db2710ac14793f,,units/unit4/figures/unit4-regenerative-braking.png
PHYS-67CCC2B84BDE,images/unit4/PHYS-67CCC2B84BDE__unit4-work-no-work.png,unit4-work-no-work.png,4,,,,conceptual_reference,conceptual_reference,work,Work or no work scenarios,,Work or no work scenarios.,67ccc2b84bde05237a6119e227e9678f2027a848f7a3de0a94b5cf3a9d579df1,,units/unit4/figures/unit4-work-no-work.png
PHYS-AC0B16F1F88E,images/unit4/PHYS-AC0B16F1F88E__u4_1_from_ch_6_1_boulder_has_more_momentum_than_runner.png,u4_1_from_ch_6_1_boulder_has_more_momentum_than_runner.png,4,4.1,6,1,conceptual_reference,conceptual_reference,momentum,Figure 6.1: A boulder rolling downhill toward a runner.,"Figure 6.1 The boulder, unfortunately, has more momentum than the runner.",Figure 6.1: A boulder rolling downhill toward a runner.,ac0b16f1f88eec2b038a572e5b90ba35e94b46bc9c261da55e6481500d35c677,,units/unit4/images_4_1/u4_1_from_ch_6_1_boulder_has_more_momentum_than_runner.png
PHYS-0CC216160B63,images/unit4/PHYS-0CC216160B63__u4_1_from_ch_6_3_push_same_force_twice_time_twice_impulse.png,u4_1_from_ch_6_3_push_same_force_twice_time_twice_impulse.png,4,4.1,6,3,model_or_diagram,model_or_diagram; comparison; phenomenon_or_example,force; impulse,Figure 6.3: A person pushes a car with the same force for twice the time.,"Figure 6.3 When you push with the same force for twice the time, you impart twice the impulse and produce twice the change in momentum.",Figure 6.3: A person pushes a car with the same force for twice the time.,0cc216160b6325b20d3142cef6ae78aee119734305259d8b3d0223243e4a9af4,,units/unit4/images_4_1/u4_1_from_ch_6_3_push_same_force_twice_time_twice_impulse.png
PHYS-6BDC6E060D3B,images/unit4/PHYS-6BDC6E060D3B__u4_1_from_ch_6_5_car_hits_haystack_long_time_small_force.png,u4_1_from_ch_6_5_car_hits_haystack_long_time_small_force.png,4,4.1,6,5,model_or_diagram,model_or_diagram; phenomenon_or_example,force,"Figure 6.5: A car hits a haystack, extending stopping time and reducing force.","Figure 6.5 If the change in momentum occurs over a long time, the hitting force is small.","Figure 6.5: A car hits a haystack, extending stopping time and reducing force.",6bdc6e060d3b6ff28a0b4e49c96c345cb704b3bfd485d116777215726d55c03b,,units/unit4/images_4_1/u4_1_from_ch_6_5_car_hits_haystack_long_time_small_force.png
PHYS-B5544584074D,images/unit4/PHYS-B5544584074D__u4_1_from_ch_6_6_car_hits_wall_short_time_large_force.png,u4_1_from_ch_6_6_car_hits_wall_short_time_large_force.png,4,4.1,6,6,model_or_diagram,model_or_diagram; phenomenon_or_example,force,"Figure 6.6: A car hits a wall, shortening stopping time and increasing force.","Figure 6.6 If the change in momentum occurs over a short time, the hitting force is large.","Figure 6.6: A car hits a wall, shortening stopping time and increasing force.",b5544584074d6be886c69ea030f04223c6eeb83abf285c0d9a18fcade7330893,,units/unit4/images_4_1/u4_1_from_ch_6_6_car_hits_wall_short_time_large_force.png
PHYS-245C8E7E8BFA,images/unit4/PHYS-245C8E7E8BFA__u4_1_from_ch_6_8_boxer_riding_with_or_into_punch.png,u4_1_from_ch_6_8_boxer_riding_with_or_into_punch.png,4,4.1,6,8,model_or_diagram,model_or_diagram; comparison; phenomenon_or_example,,Figure 6.8: Two boxer diagrams showing a boxer riding with a punch or moving into a punch.,"Figure 6.8 In both cases, the impulse provided by the boxer’s jaw reduces the momentum of the punch. (a) When the boxer moves away (rides with the punch), he extends the time and diminishes the force. (b) If the boxer moves into the gloved fist, the time is reduced and he must withstand a greater force.",Figure 6.8: Two boxer diagrams showing a boxer riding with a punch or moving into a punch.,245c8e7e8bfaecfe98aaf6f32b895150027e3b8fdbb4886de21a209b929668ff,,units/unit4/images_4_1/u4_1_from_ch_6_8_boxer_riding_with_or_into_punch.png
PHYS-C5500466EB2D,images/unit4/PHYS-C5500466EB2D__u4_2_from_ch_6_10_pelton_wheel_water_bounce_impulse.png,u4_2_from_ch_6_10_pelton_wheel_water_bounce_impulse.png,4,4.2,6,10,graph_or_data,graph_or_data,impulse,Figure 6.10: A Pelton wheel with curved blades that make water bounce and turn the wheel.,"Figure 6.10 A Pelton wheel. The curved blades cause water to bounce and make a U-turn, which produces a greater impulse to turn the wheel.",Figure 6.10: A Pelton wheel with curved blades that make water bounce and turn the wheel.,c5500466eb2d3b4281b6673f3de53be20a76bda811a6e4d612cd34ed167b9e50,,units/unit4/images_4_2/u4_2_from_ch_6_10_pelton_wheel_water_bounce_impulse.png
PHYS-1560335ABCEA,images/unit4/PHYS-1560335ABCEA__u4_2_from_ch_6_11_cannon_recoil_momentum_conservation.png,u4_2_from_ch_6_11_cannon_recoil_momentum_conservation.png,4,4.2,6,11,comparison,comparison; phenomenon_or_example,momentum,"Figure 6.11: A cannon fires a cannonball and recoils, illustrating equal and opposite momentum.","Figure 6.11 The momentum before firing is zero. After firing, the net momentum is still zero because the momentum of the cannon is equal and opposite to the momentum of the cannonball. INTERACTIVE FIGURE","Figure 6.11: A cannon fires a cannonball and recoils, illustrating equal and opposite momentum.",1560335abcea5f79cc72cc4b84b692df71fa220ad8c765fd79d8b24a0e303f09,,units/unit4/images_4_2/u4_2_from_ch_6_11_cannon_recoil_momentum_conservation.png
PHYS-5E0A8EA4E40F,images/unit4/PHYS-5E0A8EA4E40F__u4_2_from_ch_6_12_cue_ball_8_ball_systems_momentum_transfer.png,u4_2_from_ch_6_12_cue_ball_8_ball_systems_momentum_transfer.png,4,4.2,6,12,model_or_diagram,model_or_diagram; phenomenon_or_example,momentum,Figure 6.12: A cue ball and 8 ball are shown as separate systems and as one combined system.,"Figure 6.12 A cue ball hits an 8 ball head-on. Consider this event in three systems: (a) An external force acts on the 8-ball system, and its momentum increases. (b) An external force acts on the cue-ball system, and its momentum decreases. (c) No external force acts on the cue-ball + 8-ball system, and momentum is conserved (simply transferred from one part of the system to the other).",Figure 6.12: A cue ball and 8 ball are shown as separate systems and as one combined system.,5e0a8ea4e40f42f25f564ae3d4f514921074cbd12db44e2557733f5c6e6015a5,,units/unit4/images_4_2/u4_2_from_ch_6_12_cue_ball_8_ball_systems_momentum_transfer.png
PHYS-319A31B908A9,images/unit4/PHYS-319A31B908A9__u4_2_from_ch_6_13_elastic_collisions_equal_mass_balls.png,u4_2_from_ch_6_13_elastic_collisions_equal_mass_balls.png,4,4.2,6,13,comparison,comparison; phenomenon_or_example,,Figure 6.13: Elastic collisions of equally massive balls in three cases.,"Figure 6.13 INTERACTIVE FIGURE Elastic collisions of equally massive balls. (a) A green ball strikes a yellow ball at rest. (b) A head-on collision. (c) A collision of balls moving in the same direction. In each case, momentum is transferred from one ball to the other.",Figure 6.13: Elastic collisions of equally massive balls in three cases.,319a31b908a90556662684c8d9e2510ab91fdbb60d6c0cb1a11a4c70f4e5f417,,units/unit4/images_4_2/u4_2_from_ch_6_13_elastic_collisions_equal_mass_balls.png
PHYS-FCA0BF45956A,images/unit4/PHYS-FCA0BF45956A__u4_2_from_ch_6_14_inelastic_freight_car_collision_shared_momentum.png,u4_2_from_ch_6_14_inelastic_freight_car_collision_shared_momentum.png,4,4.2,6,14,comparison,comparison; phenomenon_or_example,momentum,"Figure 6.14: Inelastic collision of freight cars before, during, and after coupling.",Figure 6.14 INTERACTIVE FIGURE Inelastic collision. The momentum of the freight car on the left is shared with the same-mass freight car on the right after collision.,"Figure 6.14: Inelastic collision of freight cars before, during, and after coupling.",fca0bf45956a11572417c6d2771ec0b4d6628399f32db5dcbbbc7e5dc2bdee3d,,units/unit4/images_4_2/u4_2_from_ch_6_14_inelastic_freight_car_collision_shared_momentum.png
PHYS-38CA807BE012,images/unit4/PHYS-38CA807BE012__u4_2_from_ch_6_15_inelastic_truck_collisions_momentum_conserved.png,u4_2_from_ch_6_15_inelastic_truck_collisions_momentum_conserved.png,4,4.2,6,15,comparison,comparison,momentum,Figure 6.15: Inelastic truck collisions showing momentum before and after collision.,Figure 6.15 INTERACTIVE FIGURE Inelastic collisions. The net momentum of the trucks before and after the collision is the same.,Figure 6.15: Inelastic truck collisions showing momentum before and after collision.,38ca807be012c2a52ee8c827a3a413062243fa570cab724da25879d33fa2dd44,,units/unit4/images_4_2/u4_2_from_ch_6_15_inelastic_truck_collisions_momentum_conserved.png
PHYS-F5347CF8CDE9,images/unit4/PHYS-F5347CF8CDE9__u4_2_from_ch_6_17_fish_lunch_momentum_conservation.png,u4_2_from_ch_6_17_fish_lunch_momentum_conservation.png,4,4.2,6,17,comparison,comparison,momentum,Figure 6.17: A larger fish swims toward a smaller fish before lunch.,Figure 6.17 Two fish make up a system that has the same momentum just before lunch and just after lunch.,Figure 6.17: A larger fish swims toward a smaller fish before lunch.,f5347cf8cde940a1d17614ea90a7eee9c20fac283a1b3289f7b69d89d3c7c87a,,units/unit4/images_4_2/u4_2_from_ch_6_17_fish_lunch_momentum_conservation.png
PHYS-B258DCC1511D,images/unit4/PHYS-B258DCC1511D__u4_2_from_ch_6_18_perpendicular_car_momenta_vector_sum.png,u4_2_from_ch_6_18_perpendicular_car_momenta_vector_sum.png,4,4.2,6,18,model_or_diagram,model_or_diagram; comparison; phenomenon_or_example,vector; momentum,Figure 6.18: Momentum of two cars at right angles combines as a vector quantity.,Figure 6.18 INTERACTIVE FIGURE Momentum is a vector quantity.,Figure 6.18: Momentum of two cars at right angles combines as a vector quantity.,b258dcc1511d6ef63df31425a4985762441a4472144060dd0feabe4cab19dfa3,,units/unit4/images_4_2/u4_2_from_ch_6_18_perpendicular_car_momenta_vector_sum.png
PHYS-9DD8E453EE7B,images/unit4/PHYS-9DD8E453EE7B__u4_2_from_ch_6_19_billiard_ball_and_proton_collision_tracks.png,u4_2_from_ch_6_19_billiard_ball_and_proton_collision_tracks.png,4,4.2,6,19,process_or_sequence,process_or_sequence; phenomenon_or_example,momentum,Figure 6.19: Colliding billiard balls and nuclear particle tracks demonstrate conserved momentum.,"Figure 6.19 Momentum is conserved for colliding billiard balls and for colliding nuclear particles in a liquid hydrogen bubble chamber. (a) Billiard ball A strikes billiard ball B, which was initially at rest. (b) Proton A collides successively with protons B, C, and D. The moving protons leave tracks of tiny bubbles.",Figure 6.19: Colliding billiard balls and nuclear particle tracks demonstrate conserved momentum.,9dd8e453ee7be6f6a9ea40b8401637bb8497a65f7ed7181e00343ddc3a199357,,units/unit4/images_4_2/u4_2_from_ch_6_19_billiard_ball_and_proton_collision_tracks.png
PHYS-12F168E20E19,images/unit4/PHYS-12F168E20E19__u4_2_from_ch_6_20_falling_firecracker_explosion_momentum_vectors.png,u4_2_from_ch_6_20_falling_firecracker_explosion_momentum_vectors.png,4,4.2,6,20,model_or_diagram,model_or_diagram; comparison,vector; momentum,Figure 6.20: Firecracker fragments have momenta that add to the original momentum.,"Figure 6.20 After the firecracker bursts, the momenta of its fragments add up (by vector addition) to the original momentum.",Figure 6.20: Firecracker fragments have momenta that add to the original momentum.,12f168e20e192c06cb70c1e5499400cb2df0cb4950f0060044a5b0557eea446a,,units/unit4/images_4_2/u4_2_from_ch_6_20_falling_firecracker_explosion_momentum_vectors.png
PHYS-8CD394695C02,images/unit4/PHYS-8CD394695C02__u4_3_from_ch_7_11_pendulum_swings_to_same_height_with_peg.png,u4_3_from_ch_7_11_pendulum_swings_to_same_height_with_peg.png,4,4.3,7,11,comparison,comparison; phenomenon_or_example,pendulum,Figure 7.11: A pendulum bob swings to the same height even when a peg changes its path.,Figure 7.11 Interactive Figure. The pendulum bob will swing to its original height whether or not the peg is present.,Figure 7.11: A pendulum bob swings to the same height even when a peg changes its path.,8cd394695c029d9506a0a584bd209b41d6785fcde5e1f59888892cfdfaf8161b,,units/unit4/images_4_3/u4_3_from_ch_7_11_pendulum_swings_to_same_height_with_peg.png
