bank_id,slot_id,section,destination,form,slot_number,i_can_id,i_can,evidence_job,structure_id,representation_mode,question_family_id,variant_role,seed_slot_id,dok,audit_status,stage_3e_audit_status
U1-S3-EX-4,U1-S3-EX-4,1.3,Notes Example,Example,4,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,reason backward from a target resultant to a missing force,FORMULA-INVERSE-VARIABLE-01,vector_line,u1-s3-ic2-reason-backward-target-resultant-missing-force,seed,,2,NEEDS AUDIT,PASS
U1-S3-YTI-1,U1-S3-YTI-1,1.3,Notes YTI,YTI,1,U1-S3-IC1,I can explain why force is a vector quantity.,interpret magnitude and direction as inseparable features of a force vector,PHYS-RANK-COMPARE-QUANTITIES-01,vector_diagram,u1-s3-ic1-interpret-magnitude-direction-as-inseparable-features-force-vector,parallel,U1-S3-EX-1,2,NEEDS AUDIT,PASS
U1-S3-YTI-2,U1-S3-YTI-2,1.3,Notes YTI,YTI,2,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,combine same/opposite direction forces to determine signed/directed net force,FORMULA-DIRECT-RELATIONSHIP-01,vector_line,u1-s3-ic2-combine-opposite-direction-forces-determine-signed-directed-net-force,parallel,U1-S3-EX-2,2,NEEDS AUDIT,PASS
U1-S3-YTI-3,U1-S3-YTI-3,1.3,Notes YTI,YTI,3,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,read a scaled vector diagram to determine resultant magnitude and direction,REPRESENTATION-READ-THEN-CALCULATE-01,vector_diagram,u1-s3-ic3-read-scaled-vector-diagram-determine-resultant-magnitude-direction,parallel,U1-S3-EX-3,2,NEEDS AUDIT,PASS
U1-S3-YTI-4,U1-S3-YTI-4,1.3,Notes YTI,YTI,4,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,reason backward from a target resultant to a missing force,FORMULA-INVERSE-VARIABLE-01,vector_line,u1-s3-ic2-reason-backward-target-resultant-missing-force,parallel,U1-S3-EX-4,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q01,U1-S3-PS1-Q01,1.3,Practice Set 1,PS1,1,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for vector in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-vector-vocab-term-to-definition,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q02,U1-S3-PS1-Q02,1.3,Practice Set 1,PS1,2,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for magnitude in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-magnitude,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q03,U1-S3-PS1-Q03,1.3,Practice Set 1,PS1,3,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for direction in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-direction-vocab-concept-to-term,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q04,U1-S3-PS1-Q04,1.3,Practice Set 1,PS1,4,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,build precise vocabulary meaning for resultant in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s3-ic3-build-precise-vocabulary-meaning-resultant-vocab-term-to-concept,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q05,U1-S3-PS1-Q05,1.3,Practice Set 1,PS1,5,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,build precise vocabulary meaning for net force in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s3-ic2-build-precise-vocabulary-meaning-net-force-vocab-term-to-definition,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q06,U1-S3-PS1-Q06,1.3,Practice Set 1,PS1,6,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for vector in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-vector-vocab-definition-to-term,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q07,U1-S3-PS1-Q07,1.3,Practice Set 1,PS1,7,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,build precise vocabulary meaning for magnitude in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s3-ic3-build-precise-vocabulary-meaning-magnitude,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q08,U1-S3-PS1-Q08,1.3,Practice Set 1,PS1,8,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for direction in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-direction-vocab-term-to-concept,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q09,U1-S3-PS1-Q09,1.3,Practice Set 1,PS1,9,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,build precise vocabulary meaning for resultant in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s3-ic3-build-precise-vocabulary-meaning-resultant-vocab-term-to-definition,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q10,U1-S3-PS1-Q10,1.3,Practice Set 1,PS1,10,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,build precise vocabulary meaning for net force in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s3-ic2-build-precise-vocabulary-meaning-net-force-vocab-definition-to-term,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q11,U1-S3-PS1-Q11,1.3,Practice Set 1,PS1,11,U1-S3-IC1,I can explain why force is a vector quantity.,identify magnitude and direction information carried by a vector arrow,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,vector_diagram,u1-s3-ic1-identify-magnitude-direction-information-carried-by-vector-arrow,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q12,U1-S3-PS1-Q12,1.3,Practice Set 1,PS1,12,U1-S3-IC1,I can explain why force is a vector quantity.,compare vector arrows by magnitude and direction,PHYS-RANK-COMPARE-QUANTITIES-01,vector_diagram,u1-s3-ic1-compare-vector-arrows-by-magnitude-direction,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q13,U1-S3-PS1-Q13,1.3,Practice Set 1,PS1,13,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,predict resultant direction before arithmetic for opposite forces,PHYS-PREDICT-JUSTIFY-01,vector_line,u1-s3-ic2-predict-resultant-direction-before-arithmetic-opposite-forces,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q14,U1-S3-PS1-Q14,1.3,Practice Set 1,PS1,14,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,identify when force magnitudes add versus subtract based on direction,PROC-DIRECT-EXECUTE-01,vector_line,u1-s3-ic2-identify-when-force-magnitudes-add-versus-subtract-based-on-direction,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q15,U1-S3-PS1-Q15,1.3,Practice Set 1,PS1,15,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,diagnose blind addition of opposing force magnitudes,ERROR-CRITIQUE-CLAIM-01,vector_line,u1-s3-ic2-diagnose-blind-addition-opposing-force-magnitudes,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q16,U1-S3-PS1-Q16,1.3,Practice Set 1,PS1,16,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,identify resultant direction from a scaled vector diagram,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,vector_diagram,u1-s3-ic3-identify-resultant-direction-scaled-vector-diagram,seed,,1,NEEDS AUDIT,PASS
U1-S3-PS1-Q17,U1-S3-PS1-Q17,1.3,Practice Set 1,PS1,17,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,rank diagrams by net-force magnitude,PHYS-RANK-COMPARE-QUANTITIES-01,vector_diagram,u1-s3-ic3-rank-diagrams-by-net-force-magnitude,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q18,U1-S3-PS1-Q18,1.3,Practice Set 1,PS1,18,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,critique a resultant arrow with incorrect length or direction,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,flawed_vector_diagram,u1-s3-ic3-critique-resultant-arrow-incorrect-length-direction,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q19,U1-S3-PS1-Q19,1.3,Practice Set 1,PS1,19,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,translate a verbal force combination into a 1-D vector model,REPTRANS-GRAPH-TABLE-EQUATION-01,student_constructed_vector_line,u1-s3-ic2-translate-verbal-force-combination-1-d-vector-model,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q20,U1-S3-PS1-Q20,1.3,Practice Set 1,PS1,20,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,connect vector-diagram resultant direction to expected motion change,PHYS-REPRESENTATION-CONSISTENCY-01,vector_diagram_motion,u1-s3-ic3-connect-vector-diagram-resultant-direction-expected-motion-change,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q21,U1-S3-PS1-Q21,1.3,Practice Set 1,PS1,21,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,calculate net force from same/opposite direction applied forces,FORMULA-DIRECT-RELATIONSHIP-01,vector_line,u1-s3-ic2-calculate-net-force-opposite-direction-applied-forces,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q22,U1-S3-PS1-Q22,1.3,Practice Set 1,PS1,22,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,determine a missing applied force from a known resultant and another force,FORMULA-INVERSE-VARIABLE-01,vector_line,u1-s3-ic2-determine-missing-applied-force-known-resultant-another-force,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q23,U1-S3-PS1-Q23,1.3,Practice Set 1,PS1,23,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,read scaled force arrows and determine resultant magnitude/direction,REPRESENTATION-READ-THEN-CALCULATE-01,vector_diagram,u1-s3-ic3-read-scaled-force-arrows-determine-resultant-magnitude-direction,seed,,2,NEEDS AUDIT,PASS
U1-S3-PS1-Q24,U1-S3-PS1-Q24,1.3,Practice Set 1,PS1,24,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,infer an intermediate resultant for one stage and use it in a second dependent force-combination stage,FORMULA-MULTISTEP-DEPENDENT-01,vector_sequence,u1-s3-ic2-infer-intermediate-resultant-stage-it-second-dependent-force-combination-stage,seed,,3,NEEDS AUDIT,PASS
U1-S3-PS2-Q01,U1-S3-PS2-Q01,1.3,Practice Set 2,PS2,1,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for vector in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-vector-vocab-term-to-definition,parallel,U1-S3-PS1-Q01,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q02,U1-S3-PS2-Q02,1.3,Practice Set 2,PS2,2,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for magnitude in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-magnitude,parallel,U1-S3-PS1-Q02,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q03,U1-S3-PS2-Q03,1.3,Practice Set 2,PS2,3,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for direction in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-direction-vocab-concept-to-term,parallel,U1-S3-PS1-Q03,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q04,U1-S3-PS2-Q04,1.3,Practice Set 2,PS2,4,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,build precise vocabulary meaning for resultant in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s3-ic3-build-precise-vocabulary-meaning-resultant-vocab-term-to-concept,parallel,U1-S3-PS1-Q04,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q05,U1-S3-PS2-Q05,1.3,Practice Set 2,PS2,5,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,build precise vocabulary meaning for net force in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s3-ic2-build-precise-vocabulary-meaning-net-force-vocab-term-to-definition,parallel,U1-S3-PS1-Q05,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q06,U1-S3-PS2-Q06,1.3,Practice Set 2,PS2,6,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for vector in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-vector-vocab-definition-to-term,parallel,U1-S3-PS1-Q06,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q07,U1-S3-PS2-Q07,1.3,Practice Set 2,PS2,7,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,build precise vocabulary meaning for magnitude in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s3-ic3-build-precise-vocabulary-meaning-magnitude,parallel,U1-S3-PS1-Q07,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q08,U1-S3-PS2-Q08,1.3,Practice Set 2,PS2,8,U1-S3-IC1,I can explain why force is a vector quantity.,build precise vocabulary meaning for direction in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s3-ic1-build-precise-vocabulary-meaning-direction-vocab-term-to-concept,parallel,U1-S3-PS1-Q08,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q09,U1-S3-PS2-Q09,1.3,Practice Set 2,PS2,9,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,build precise vocabulary meaning for resultant in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s3-ic3-build-precise-vocabulary-meaning-resultant-vocab-term-to-definition,parallel,U1-S3-PS1-Q09,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q10,U1-S3-PS2-Q10,1.3,Practice Set 2,PS2,10,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,build precise vocabulary meaning for net force in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s3-ic2-build-precise-vocabulary-meaning-net-force-vocab-definition-to-term,parallel,U1-S3-PS1-Q10,1,NEEDS AUDIT,PASS
U1-S3-PS2-Q11,U1-S3-PS2-Q11,1.3,Practice Set 2,PS2,11,U1-S3-IC1,I can explain why force is a vector quantity.,identify magnitude and direction information carried by a vector arrow,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,vector_diagram,u1-s3-ic1-identify-magnitude-direction-information-carried-by-vector-arrow,parallel,U1-S3-PS1-Q11,2,NEEDS AUDIT,PASS
U1-S3-PS2-Q12,U1-S3-PS2-Q12,1.3,Practice Set 2,PS2,12,U1-S3-IC1,I can explain why force is a vector quantity.,compare vector arrows by magnitude and direction,PHYS-RANK-COMPARE-QUANTITIES-01,vector_diagram,u1-s3-ic1-compare-vector-arrows-by-magnitude-direction,parallel,U1-S3-PS1-Q12,2,NEEDS AUDIT,PASS
U1-S3-PS2-Q13,U1-S3-PS2-Q13,1.3,Practice Set 2,PS2,13,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,predict resultant direction before arithmetic for opposite forces,PHYS-PREDICT-JUSTIFY-01,vector_line,u1-s3-ic2-predict-resultant-direction-before-arithmetic-opposite-forces,parallel,U1-S3-PS1-Q13,2,NEEDS AUDIT,PASS
U1-S3-PS2-Q14,U1-S3-PS2-Q14,1.3,Practice Set 2,PS2,14,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,identify when force magnitudes add versus subtract based on direction,PROC-DIRECT-EXECUTE-01,vector_line,u1-s3-ic2-identify-when-force-magnitudes-add-versus-subtract-based-on-direction,parallel,U1-S3-PS1-Q14,2,NEEDS AUDIT,FAIL
U1-S3-PS2-Q15,U1-S3-PS2-Q15,1.3,Practice Set 2,PS2,15,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,diagnose blind addition of opposing force magnitudes,ERROR-CRITIQUE-CLAIM-01,vector_line,u1-s3-ic2-diagnose-blind-addition-opposing-force-magnitudes,parallel,U1-S3-PS1-Q15,2,NEEDS AUDIT,PASS
U1-S3-PS2-Q16,U1-S3-PS2-Q16,1.3,Practice Set 2,PS2,16,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,identify resultant direction from a scaled vector diagram,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,vector_diagram,u1-s3-ic3-identify-resultant-direction-scaled-vector-diagram,parallel,U1-S3-PS1-Q16,2,NEEDS AUDIT,PASS
U1-S3-PS2-Q17,U1-S3-PS2-Q17,1.3,Practice Set 2,PS2,17,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,rank diagrams by net-force magnitude,PHYS-RANK-COMPARE-QUANTITIES-01,vector_diagram,u1-s3-ic3-rank-diagrams-by-net-force-magnitude,parallel,U1-S3-PS1-Q17,2,NEEDS AUDIT,PASS
U1-S3-PS2-Q18,U1-S3-PS2-Q18,1.3,Practice Set 2,PS2,18,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,critique a resultant arrow with incorrect length or direction,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,flawed_vector_diagram,u1-s3-ic3-critique-resultant-arrow-incorrect-length-direction,parallel,U1-S3-PS1-Q18,2,NEEDS AUDIT,PASS
U1-S3-PS2-Q19,U1-S3-PS2-Q19,1.3,Practice Set 2,PS2,19,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,translate a verbal force combination into a 1-D vector model,REPTRANS-GRAPH-TABLE-EQUATION-01,student_constructed_vector_line,u1-s3-ic2-translate-verbal-force-combination-1-d-vector-model,parallel,U1-S3-PS1-Q19,2,NEEDS AUDIT,PASS
